PMJ;S/N;gmag;Teff;e_Teff;logg;e_logg;Type;Teff(3D);e_Teff(3D);logg(3D);e_logg(3D);Mass;e_Mass
3780-55240-0828;  2;21.99; 12789;  922; 8.330; 0.380;DA                ; 13145;  922; 8.220; 0.380; 0.729; 0.2200
5302-55896-0282;  3;21.48; 10407;  298; 8.178; 0.257;DA                ; 10370;  298; 7.910; 0.260; 0.553; 0.1230
5300-55982-0886;  5;20.55; 10491;  118; 8.277; 0.182;DA                ; 10455;  118; 8.000; 0.180; 0.601; 0.0910
5300-55982-0086;  4;20.84; 11462;  381; 8.201; 0.188;DA                ; 11621;  381; 8.010; 0.190; 0.610; 0.0960
5302-55896-0772;  2;22.05; 10156;  358; 8.332; 0.322;DA                ; 10110;  358; 8.060; 0.320; 0.634; 0.1700
4643-55946-0098; 13;19.52; 14851;  240; 7.901; 0.004;DA                ; 14851;  240; 7.900; 0.000; 0.560; 0.0010
5302-55896-0096;  2;21.85; 11069;  308; 7.890; 0.249;DA                ; 11159;  308; 7.710; 0.250; 0.477; 0.1000
5304-55925-0414;  3;21.56; 11570;  344; 7.980; 0.259;DA                ; 11750;  344; 7.830; 0.260; 0.524; 0.1140
5775-56009-0194;  2;22.17; 10800;  634; 7.638; 0.431;DA                ; 10828;  634; 7.440; 0.430; 0.372; 0.1350
4869-55896-0958;  3;21.45; 10761;  241; 8.240; 0.225;DA                ; 10772;  241; 7.990; 0.230; 0.597; 0.1130
5771-56011-0610;  2;21.84; 11051;  453; 8.430; 0.333;DA                ; 11089;  453; 8.190; 0.330; 0.710; 0.1930
5771-56011-0388;  2;21.87; 10247;  384; 8.228; 0.389;DA                ; 10205;  384; 7.960; 0.390; 0.579; 0.1960
5771-56011-0626;  3;21.02; 10534;  203; 8.089; 0.211;DA                ; 10509;  203; 7.830; 0.210; 0.523; 0.0920
5775-56009-0096;  1;22.17; 10388;  590; 8.760; 0.380;DA                ; 10344;  590; 8.500; 0.380; 0.905; 0.2200
5307-55998-0580;  3;21.17; 11444;  379; 8.442; 0.220;DA                ; 11581;  379; 8.230; 0.220; 0.733; 0.1320
5305-55984-0308;  3;21.56; 12648; 1696; 8.793; 0.246;DA                ; 12907; 1696; 8.630; 0.250; 0.984; 0.1370
5305-55984-0234;  6;20.66; 10236;  138; 8.140; 0.155;DA                ; 10195;  138; 7.870; 0.150; 0.533; 0.0670
3766-55213-0120;  3;21.86; 10823;  377; 8.596; 0.158;DA                ; 10815;  377; 8.340; 0.160; 0.805; 0.0990
3781-55243-0544;  4;21.41; 12689;  989; 8.343; 0.230;DA                ; 13025;  989; 8.230; 0.230; 0.736; 0.1360
5305-55984-0066;  3;21.43; 10359;  262; 8.314; 0.246;DA                ; 10319;  262; 8.040; 0.250; 0.623; 0.1320
5774-56002-0382;  1;22.06; 10328; 1414; 6.647; 0.506;DA                ; 10237; 1414; 6.420; 0.510; 0.179; 0.0510
4642-55926-0234;  6;20.59; 10506;  150; 8.128; 0.014;DA                ; 10474;  150; 7.860; 0.010; 0.529; 0.0040
5774-56002-0722;  4;21.22; 11750;  298; 8.117; 0.197;DA                ; 11936;  298; 7.970; 0.200; 0.589; 0.0960
5309-55929-0366;  2;21.64; 10094;  303; 8.508; 0.305;DA                ; 10044;  303; 8.230; 0.300; 0.730; 0.1800
5774-56002-0260;  1;22.08; 12022; 2857; 7.528; 0.421;DA                ; 12337; 2857; 7.510; 0.420; 0.403; 0.1350
5774-56002-0252;  2;21.88; 11686;  799; 7.890; 0.450;DA                ; 11868;  799; 7.770; 0.450; 0.507; 0.1900
5307-55998-0072;  3;21.41; 10486;  307; 8.182; 0.292;DA                ; 10451;  307; 7.910; 0.290; 0.554; 0.1370
5307-55998-0064;  1;21.96; 11715; 1021; 8.420; 0.620;DA                ; 11896; 1021; 8.230; 0.620; 0.734; 0.3250
5774-56002-0221;  3;20.58; 10238;  246; 8.304; 0.235;DA                ; 10195;  246; 8.030; 0.230; 0.617; 0.1180
5310-55983-0614;  2;21.61; 10643;  481; 8.240; 0.353;DA                ; 10633;  481; 7.980; 0.350; 0.591; 0.1760
5307-55998-0066; 31;18.08; 14541;  100; 8.154; 0.022;DA                ; 14541;  100; 8.150; 0.020; 0.694; 0.0120
5770-56014-0515;  2;21.41; 10313;  325; 7.658; 0.436;DA                ; 10290;  325; 7.410; 0.440; 0.360; 0.1360
5309-55929-0782;  4;21.33; 10171;  224; 8.300; 0.204;DA                ; 10126;  224; 8.030; 0.200; 0.617; 0.1040
5309-55929-0832; 34;17.75; 10194;   23; 8.909; 0.022;DA                ; 10151;   23; 8.630; 0.020; 0.982; 0.0090
5774-56002-0102;  2;21.56; 12332; 1738; 7.978; 0.227;DA                ; 12640; 1738; 7.890; 0.230; 0.549; 0.1000
5309-55929-0140;  7;20.31; 11131;  185; 8.235; 0.133;DA                ; 11214;  185; 8.020; 0.130; 0.614; 0.0710
3825-55533-0410;  1;22.08; 11540;  846; 8.372; 0.290;DA                ; 11701;  846; 8.180; 0.290; 0.706; 0.1690
3825-55533-0406;  3;21.11; 10545;  240; 8.018; 0.227;DA                ; 10524;  240; 7.770; 0.230; 0.502; 0.0970
5309-55929-0053;  3;21.51; 10435;  281; 8.326; 0.301;DA                ; 10396;  281; 8.050; 0.300; 0.629; 0.1580
5770-56014-0292;  2;22.03; 11237;  947; 8.610; 0.510;DA                ; 11301;  947; 8.380; 0.510; 0.830; 0.2880
5310-55983-0932;  2;22.01; 10313;  418; 8.021; 0.422;DA                ; 10276;  418; 7.760; 0.420; 0.496; 0.1810
5310-55983-0079;  3;21.65; 10443;  324; 8.418; 0.317;DA                ; 10403;  324; 8.140; 0.320; 0.680; 0.1790
5313-55973-0292;  6;20.83; 11252;  105; 8.311; 0.162;DA                ; 11354;  105; 8.100; 0.160; 0.659; 0.0920
5311-55956-0869;  5;20.76; 11934;  530; 7.990; 0.154;DA                ; 12126;  530; 7.880; 0.150; 0.543; 0.0640
3767-55214-0368;  3;21.52; 10471;   69; 7.825; 0.302;DA                ; 10447;   69; 7.570; 0.300; 0.417; 0.1060
4797-55662-0610; 20;18.99; 11841;   96; 8.252; 0.035;DA                ; 12035;   96; 8.090; 0.040; 0.655; 0.0220
3767-55214-0793;  2;21.91; 10940;  877; 8.627; 0.377;DA                ; 10944;  877; 8.380; 0.380; 0.830; 0.2200
5315-55978-0340;  2;21.57; 11024;  408; 8.297; 0.280;DA                ; 11074;  408; 8.070; 0.280; 0.641; 0.1480
5315-55978-0759;  3;21.46; 10440;  399; 7.641; 0.411;DA                ; 10423;  399; 7.390; 0.410; 0.354; 0.1300
5314-55952-0120; 15;19.27; 13885;  381; 9.120; 0.044;DA                ; 14210;  381; 9.050; 0.040; 1.186; 0.0160
4872-55944-0668;  7;20.67; 10353;  125; 8.500; 0.137;DA                ; 10309;  125; 8.210; 0.140; 0.718; 0.0850
5316-55955-0209;  3;21.53; 10374;  251; 7.297; 0.375;DA                ; 10326;  251; 7.060; 0.380; 0.268; 0.0840
5741-55980-0476;  4;20.59; 10851;  251; 8.018; 0.173;DA                ; 10902;  251; 7.800; 0.170; 0.518; 0.0700
5319-55953-0402;  2;21.90; 10497;  506; 9.385; 0.403;DA                ; 10449;  506; 9.170; 0.400; 1.229; 0.1400
3782-55244-0252;  3;21.85; 10810;  299; 8.620; 0.326;DA                ; 10801;  299; 8.370; 0.330; 0.823; 0.1950
5740-55998-0134;  4;20.89; 10815;  155; 8.488; 0.236;DA                ; 10810;  155; 8.220; 0.240; 0.725; 0.1440
3782-55244-0215;  6;21.21; 11311;  144; 8.037; 0.090;DA                ; 11454;  144; 7.860; 0.090; 0.532; 0.0350
5741-55980-0308;  1;21.92; 10195;  575; 7.755; 0.704;DA                ; 10164;  575; 7.500; 0.700; 0.388; 0.2450
5319-55953-0228;  4;20.78; 11167;  318; 8.163; 0.151;DA                ; 11267;  318; 7.960; 0.150; 0.582; 0.0710
3782-55244-0042;  6;20.86; 10376;  141; 8.123; 0.170;DA                ; 10339;  141; 7.860; 0.170; 0.529; 0.0750
5719-56014-0434;  2;21.18; 10540;  356; 8.581; 0.348;DA                ; 10503;  356; 8.310; 0.350; 0.787; 0.2070
5321-55945-0694;  3;21.21; 10215;  315; 8.110; 0.300;DA                ; 10174;  315; 7.850; 0.300; 0.525; 0.1380
3827-55565-0822;  2;21.98; 10419;  342; 8.140; 0.369;DA                ; 10383;  342; 7.870; 0.370; 0.533; 0.1730
5722-56008-0598;  1;22.00; 10556; 1093; 7.212; 0.955;DA                ; 10494; 1093; 7.020; 0.950; 0.261; 0.3220
5722-56008-0639;  3;21.55; 10314;  327; 7.823; 0.354;DA                ; 10285;  327; 7.570; 0.350; 0.416; 0.1250
5325-55980-0536;  3;21.34; 10517;  284; 8.646; 0.234;DA                ; 10476;  284; 8.380; 0.230; 0.829; 0.1430
5739-55976-0374;  1;21.94; 13112; 1869; 9.013; 0.458;DA                ; 13418; 1869; 8.860; 0.460; 1.101; 0.2130
5722-56008-0358;  3;21.35; 10439;  274; 8.149; 0.289;DA                ; 10404;  274; 7.880; 0.290; 0.538; 0.1360
5323-55957-0744;  3;21.56; 10738;  296; 8.137; 0.112;DA                ; 10753;  296; 7.900; 0.110; 0.549; 0.0470
5739-55976-0710;  1;21.95; 12001; 3253; 8.108; 0.618;DA                ; 12200; 3253; 7.990; 0.620; 0.600; 0.2990
3768-55564-0268;  7;20.33; 10302;  121; 8.391; 0.114;DA                ; 10259;  121; 8.110; 0.110; 0.663; 0.0610
5324-55947-0300;  3;21.50; 10134;  267; 7.784; 0.312;DA                ; 10100;  267; 7.530; 0.310; 0.399; 0.1090
5323-55957-0192;  2;21.86; 10483;  398; 8.003; 0.292;DA                ; 10451;  398; 7.750; 0.290; 0.492; 0.1220
5322-56003-0072;  5;20.98; 10234;  172; 8.256; 0.188;DA                ; 10191;  172; 7.980; 0.190; 0.590; 0.0930
3828-55539-0726;  4;21.60; 10661;  221; 9.137; 0.174;DA                ; 10628;  221; 8.920; 0.170; 1.128; 0.0800
5324-55947-0162; 38;17.63; 11606;   42; 8.610; 0.018;DA                ; 11744;   42; 8.400; 0.020; 0.844; 0.0120
5719-56014-0160;  3;21.20; 11043;  539; 8.116; 0.218;DA                ; 11123;  539; 7.910; 0.220; 0.555; 0.1020
5325-55980-0198;  2;21.82; 10666;  448; 7.542; 0.194;DA                ; 10675;  448; 7.330; 0.190; 0.338; 0.0530
3828-55539-0914;  2;22.06; 11110;  470; 8.745; 0.259;DA                ; 11136;  470; 8.520; 0.260; 0.918; 0.1500
5722-56008-0815;  2;21.81; 10143;  443; 7.151; 0.455;DA                ; 10088;  443; 6.900; 0.460; 0.240; 0.1010
3828-55539-0926;  3;21.68; 11389;  360; 8.395; 0.153;DA                ; 11516;  360; 8.180; 0.150; 0.706; 0.0890
5326-56002-0226;  2;22.08; 10612;  497; 8.746; 0.423;DA                ; 10579;  497; 8.500; 0.420; 0.905; 0.2410
3828-55539-0950;  4;21.55; 10256;  224; 8.366; 0.218;DA                ; 10212;  224; 8.090; 0.220; 0.651; 0.1260
5326-56002-0809;  5;20.99; 10146;  176; 8.314; 0.182;DA                ; 10100;  176; 8.040; 0.180; 0.622; 0.0970
3829-55300-0552;  2;22.04; 10433;  412; 7.249; 0.664;DA                ; 10375;  412; 7.020; 0.660; 0.260; 0.2000
5326-56002-0212;  2;21.66; 12200;  922; 7.436; 0.252;DA                ; 12534;  922; 7.440; 0.250; 0.380; 0.0770
3248-54880-0057;  8;19.74; 14932; 1008; 5.671; 0.219;DA                ; 14932; 1008; 5.670; 0.220; 0.177; 0.0010
5330-56000-0326;  2;21.87; 10992;  280; 8.009; 0.236;DA                ; 11078;  280; 7.810; 0.240; 0.522; 0.1040
5893-56034-0584;  2;21.86; 12074; 1446; 8.090; 0.342;DA                ; 12294; 1446; 7.980; 0.340; 0.595; 0.1660
5330-56000-0288;  3;21.77; 13016; 1382; 7.880; 0.271;DA                ; 13458; 1382; 7.830; 0.270; 0.525; 0.1130
5329-55946-0136;  1;22.08; 11513;  412; 9.655; 0.911;DA                ; 11551;  412; 9.420; 0.910; 1.297; 0.8410
3769-55240-0634;  2;22.11; 12197; 1072; 8.050; 0.480;DA                ; 12454; 1072; 7.940; 0.480; 0.575; 0.2320
3769-55240-0258;  4;21.23; 10111;  183; 7.857; 0.225;DA                ; 10074;  183; 7.600; 0.230; 0.428; 0.0880
4561-55614-0410;  7;20.44; 12728;  530; 7.709; 0.009;DA                ; 13062;  530; 7.690; 0.010; 0.476; 0.0020
5334-55928-0396;  3;21.43; 11274;  505; 8.268; 0.189;DA                ; 11386;  505; 8.060; 0.190; 0.636; 0.1050
5331-55976-0142;  2;21.77; 11092;  435; 8.831; 0.306;DA                ; 11109;  435; 8.610; 0.310; 0.974; 0.1730
4561-55614-0212;  5;20.83; 10573;   45; 7.930; 0.205;DA                ; 10561;   45; 7.680; 0.200; 0.463; 0.0770
3830-55574-0850;  2;21.46; 10520;  400; 7.278; 0.341;DA                ; 10467;  400; 7.060; 0.340; 0.268; 0.0740
4693-55632-0062;  2;21.32; 12309; 1250; 8.517; 0.260;DA                ; 12567; 1250; 8.360; 0.260; 0.819; 0.1580
3784-55269-0366;  2;22.08; 10499;  382; 7.535; 0.383;DA                ; 10488;  382; 7.290; 0.380; 0.326; 0.1070
5883-56033-0796;  5;20.96; 11235;  208; 8.367; 0.170;DA                ; 11327;  208; 8.150; 0.170; 0.688; 0.1000
5337-55987-0540;  6;20.62; 10051;  134; 8.118; 0.150;DA                ; 10005;  134; 7.850; 0.150; 0.525; 0.0650
3784-55269-0216;  3;21.47; 10700;  178; 8.357; 0.239;DA                ; 10692;  178; 8.090; 0.240; 0.652; 0.1360
5338-56002-0588;  2;22.01; 10301; 1911; 6.955; 0.459;DA                ; 10213; 1911; 6.730; 0.460; 0.206; 0.0790
5338-56002-0576;  3;21.53; 10796;  392; 7.619; 0.233;DA                ; 10823;  392; 7.420; 0.230; 0.366; 0.0740
5336-55957-0032;  2;21.70; 11178;  670; 8.644; 0.291;DA                ; 11226;  670; 8.410; 0.290; 0.849; 0.1710
5340-56011-0597;  5;20.77; 12009;  478; 8.120; 0.200;DA                ; 12211;  478; 8.000; 0.200; 0.606; 0.0970
3785-55241-0527;  1;22.07; 11951; 1183; 7.740; 0.707;DA                ; 12195; 1183; 7.680; 0.710; 0.469; 0.2890
3785-55241-0550; 35;18.22; 11645;   51; 8.385; 0.024;DA                ; 11818;   51; 8.190; 0.020; 0.711; 0.0090
4558-55569-0796;  5;20.85; 10664;  100; 8.310; 0.050;DA                ; 10653;  100; 8.050; 0.050; 0.629; 0.0500
5341-55931-0124;  2;21.72; 12334; 1688; 8.928; 0.283;DA                ; 12509; 1688; 8.740; 0.280; 1.036; 0.1440
3785-55241-0666;  4;21.54; 11536;  576; 8.543; 0.221;DA                ; 11680;  576; 8.330; 0.220; 0.800; 0.1350
5343-55999-0262; 38;17.27; 13924;   65; 8.005; 0.016;DA                ; 14035;   65; 8.000; 0.020; 0.610; 0.0100
5885-56036-0392;  1;21.58; 10904;  708; 8.270; 0.470;DA                ; 10936;  708; 8.030; 0.470; 0.619; 0.2430
4558-55569-0960;  5;20.70; 10761;  174; 7.830; 0.147;DA                ; 10788;  174; 7.610; 0.150; 0.436; 0.0590
3833-55290-0556;  4;21.16; 11180;  197; 8.338; 0.226;DA                ; 11262;  197; 8.120; 0.230; 0.670; 0.1320
5346-55955-0638;  3;21.51; 10158;  305; 8.502; 0.274;DA                ; 10110;  305; 8.220; 0.270; 0.723; 0.1620
5345-56010-0308;  3;21.65; 12324;  833; 8.695; 0.215;DA                ; 12546;  833; 8.530; 0.210; 0.925; 0.1200
3833-55290-0760;  6;20.74; 10471;  136; 7.710; 0.076;DA                ; 10452;  136; 7.460; 0.080; 0.376; 0.0260
5874-56039-0404;  3;21.34; 10096;  284; 9.715; 0.225;DA                ; 10055;  284; 9.420; 0.230; 1.297; 0.0570
5874-56039-0626;  2;21.51; 11092;  616; 8.919; 0.286;DA                ; 11103;  616; 8.700; 0.290; 1.014; 0.1550
4634-55626-0384;  5;20.71; 14766;  540; 7.791; 0.013;DA                ; 14766;  540; 7.790; 0.010; 0.522; 0.0000
5345-56010-0068;  4;21.27; 11902;  716; 8.440; 0.159;DA                ; 12108;  716; 8.260; 0.160; 0.757; 0.0970
4734-55646-0836; 15;18.95; 13603;  274; 8.879; 0.048;DA                ; 13927;  274; 8.800; 0.050; 1.070; 0.0270
5348-55978-0820; 13;19.67; 12485;  390; 7.635; 0.062;DA                ; 12906;  390; 7.630; 0.060; 0.453; 0.0220
5886-56034-0398;  1;21.60; 11003; 1495; 7.412; 0.541;DA                ; 11031; 1495; 7.290; 0.540; 0.329; 0.1520
5886-56034-0692; 15;19.13; 13958;  229; 8.259; 0.050;DA                ; 14295;  229; 8.230; 0.050; 0.738; 0.0330
4635-55615-0686; 37;17.54; 11350;   39; 8.401; 0.017;DA                ; 11467;   39; 8.190; 0.020; 0.711; 0.0100
5349-55929-0892;  2;21.73; 11334;  792; 7.660; 0.294;DA                ; 11431;  792; 7.530; 0.290; 0.406; 0.0990
5349-55929-0130;  5;20.63; 10334;  152; 8.366; 0.174;DA                ; 10292;  152; 8.090; 0.170; 0.651; 0.0970
4628-55646-0394;  4;20.94; 10760;  100; 8.560; 0.050;DA                ; 10747;  100; 8.300; 0.050; 0.781; 0.0500
3786-55563-0650; 23;18.91; 14107;  141; 8.109; 0.039;DA                ; 14210;  141; 8.100; 0.040; 0.664; 0.0220
4635-55615-0124;  2;21.74; 10220;  318; 8.791; 0.296;DA                ; 10175;  318; 8.520; 0.300; 0.917; 0.1770
5353-55980-0764;  1;22.05; 11002;  734; 8.989; 0.291;DA                ; 11001;  734; 8.780; 0.290; 1.057; 0.1470
5354-55927-0805;  2;21.79; 10348;  359; 9.593; 0.330;DA                ; 10303;  359; 9.350; 0.330; 1.281; 0.0930
5355-56009-0638;  4;21.23; 10275;  157; 7.795; 0.165;DA                ; 10245;  157; 7.540; 0.170; 0.404; 0.0630
5353-55980-0922;  3;21.27; 12837; 1449; 7.681; 0.167;DA                ; 13114; 1449; 7.660; 0.170; 0.465; 0.0590
4631-55617-0696; 54;16.85; 14444;   90; 8.515; 0.010;DA                ; 14525;   90; 8.510; 0.010; 0.915; 0.0060
3772-55277-0110;  2;21.87; 10222;  434; 8.471; 0.449;DA                ; 10176;  434; 8.190; 0.450; 0.709; 0.2490
3835-55570-0988;  3;20.96; 10106;  323; 9.010; 0.253;DA                ; 10065;  323; 8.720; 0.250; 1.024; 0.1320
5357-55956-0601;  7;20.55; 10523;  125; 8.247; 0.103;DA                ; 10492;  125; 7.980; 0.100; 0.591; 0.0530
5360-55983-0602;  4;21.27; 10812;  289; 8.525; 0.120;DA                ; 10805;  289; 8.260; 0.120; 0.755; 0.0740
5876-56042-0084;  2;21.53; 11033;  613; 8.851; 0.212;DA                ; 11041;  613; 8.630; 0.210; 0.983; 0.1160
3773-55240-0614;  6;20.25; 10141;  147; 7.704; 0.170;DA                ; 10110;  147; 7.450; 0.170; 0.372; 0.0570
4626-55647-0130;  6;20.67; 10578;   72; 8.050; 0.144;DA                ; 10564;   72; 7.800; 0.140; 0.517; 0.0570
3787-55565-0034;  2;21.88; 10964;  390; 9.147; 0.263;DA                ; 10960;  390; 8.940; 0.260; 1.138; 0.1170
4771-55925-0118;  6;20.49; 10564;  160; 8.406; 0.016;DA                ; 10534;  160; 8.130; 0.020; 0.674; 0.0110
5888-56041-0724; 41;17.51; 13889;  113; 9.110; 0.015;DA                ; 14215;  113; 9.040; 0.010; 1.183; 0.0040
4627-55626-0324;  5;20.68; 10271;  155; 8.550; 0.159;DA                ; 10226;  155; 8.270; 0.160; 0.762; 0.0990
5363-55956-0613;  4;21.37; 11374;  313; 7.998; 0.156;DA                ; 11531;  313; 7.820; 0.160; 0.523; 0.0660
3837-55572-0356;  2;21.44; 10246;  352; 7.784; 0.413;DA                ; 10216;  352; 7.530; 0.410; 0.400; 0.1430
5888-56041-0926;  2;21.77; 10959;  438; 8.370; 0.370;DA                ; 10987;  438; 8.130; 0.370; 0.675; 0.2020
4850-55929-0396; 19;19.13; 14597;  180; 8.083; 0.003;DA                ; 14597;  180; 8.080; 0.000; 0.654; 0.0000
4850-55929-0394; 30;18.18; 14486;  180; 8.158; 0.002;DA                ; 14491;  180; 8.160; 0.000; 0.700; 0.0000
5368-56001-0522;  2;21.43; 10243;  351; 8.995; 0.246;DA                ; 10200;  351; 8.730; 0.250; 1.029; 0.1320
2872-54468-0402;  2;19.03; 10156; 2087; 5.207; 0.754;DA                ; 10086; 2087; 4.960; 0.750; 0.161; 0.0740
5889-56038-0148;  3;21.44; 10249;  274; 8.434; 0.234;DA                ; 10204;  274; 8.150; 0.230; 0.686; 0.1350
5367-55986-0006;  5;20.70; 10405;  178; 7.713; 0.244;DA                ; 10383;  178; 7.460; 0.240; 0.376; 0.0810
5370-56003-0814;  4;21.00; 11931;  437; 8.004; 0.187;DA                ; 12122;  437; 7.890; 0.190; 0.548; 0.0850
5373-56010-0602;  2;21.97; 10454;  356; 8.925; 0.372;DA                ; 10408;  356; 8.690; 0.370; 1.009; 0.1980
3840-55574-0486;  4;20.87; 10255;  221; 8.859; 0.147;DA                ; 10211;  221; 8.590; 0.150; 0.961; 0.0830
5370-56003-1000; 12;19.17; 10454;   73; 8.221; 0.082;DA                ; 10418;   73; 7.950; 0.080; 0.575; 0.0420
3840-55574-0772;  3;21.60; 10502;  294; 9.157; 0.283;DA                ; 10454;  294; 8.940; 0.280; 1.138; 0.1250
5891-56034-0586; 32;17.57; 10910;   31; 8.741; 0.015;DA                ; 10908;   31; 8.510; 0.010; 0.912; 0.0060
3840-55574-0860;  5;21.00; 10713;  115; 8.085; 0.178;DA                ; 10727;  115; 7.850; 0.180; 0.525; 0.0790
3840-55574-0134;  3;21.71; 11324;  349; 7.607; 0.276;DA                ; 11412;  349; 7.480; 0.280; 0.388; 0.0950
4767-55946-0762;  4;21.30; 10544;   43; 8.120; 0.208;DA                ; 10520;   43; 7.860; 0.210; 0.529; 0.0940
4767-55946-0262;  4;21.07; 10648;  239; 8.390; 0.183;DA                ; 10630;  239; 8.120; 0.180; 0.669; 0.1050
5375-55973-0868; 18;18.89; 13473;  196; 8.520; 0.038;DA                ; 13952;  196; 8.440; 0.040; 0.872; 0.0250
5375-55973-0084;  3;20.87; 11457;  342; 8.445; 0.191;DA                ; 11598;  342; 8.230; 0.190; 0.733; 0.1140
5891-56034-0156; 10;19.96; 10555;   88; 8.090; 0.080;DA                ; 10534;   88; 7.830; 0.080; 0.523; 0.0300
5377-55957-0626; 29;18.22; 14593;  195; 8.175; 0.018;DA                ; 14593;  195; 8.180; 0.020; 0.710; 0.0090
3841-55572-0382;  2;20.88; 10043;  440; 8.881; 0.395;DA                ; 10001;  440; 8.580; 0.400; 0.955; 0.2250
5379-55986-0788;  3;21.34; 11347;  720; 7.976; 0.253;DA                ; 11496;  720; 7.800; 0.250; 0.521; 0.1060
3841-55572-0994;  2;21.17; 10459;  318; 7.836; 0.381;DA                ; 10434;  318; 7.580; 0.380; 0.421; 0.1380
5892-56035-0077; 37;17.35; 12914;   76; 8.189; 0.016;DA                ; 13360;   76; 8.100; 0.020; 0.663; 0.0110
3842-55565-0914;  2;21.84; 11347;  740; 7.810; 0.328;DA                ; 11469;  740; 7.660; 0.330; 0.459; 0.1250
5384-55984-0218;  5;20.84; 10872;  209; 8.642; 0.134;DA                ; 10868;  209; 8.400; 0.130; 0.843; 0.0800
5383-56013-0120;  5;20.84; 12702;  660; 8.374; 0.132;DA                ; 13030;  660; 8.260; 0.130; 0.759; 0.0790
3843-55278-0708;  6;20.49; 10745;  152; 8.367; 0.137;DA                ; 10742;  152; 8.110; 0.140; 0.664; 0.0800
4747-55652-0500;  3;21.29; 10305;  296; 8.979; 0.265;DA                ; 10261;  296; 8.720; 0.270; 1.024; 0.1430
3776-55209-0324;  7;20.56; 10538;  124; 8.622; 0.113;DA                ; 10500;  124; 8.350; 0.110; 0.810; 0.0710
5388-55983-0270;  5;20.96; 12287;  864; 7.751; 0.092;DA                ; 12627;  864; 7.710; 0.090; 0.483; 0.0350
5967-56063-0314;  3;21.19; 10928;  253; 8.222; 0.216;DA                ; 10971;  253; 7.990; 0.220; 0.597; 0.1070
5389-55953-0266;  3;21.84; 10197;  271; 8.701; 0.273;DA                ; 10152;  271; 8.420; 0.270; 0.854; 0.1610
5389-55953-0840;  4;21.55; 10226;  201; 7.938; 0.265;DA                ; 10189;  201; 7.680; 0.270; 0.461; 0.1070
5973-56067-0610;  2;21.77; 10236;  334; 8.973; 0.382;DA                ; 10193;  334; 8.710; 0.380; 1.019; 0.2010
5973-56067-0706;  5;20.85; 12405;  635; 8.335; 0.130;DA                ; 12696;  635; 8.210; 0.130; 0.721; 0.0770
5847-56037-0184;  2;21.51; 11562;  343; 7.278; 0.318;DA                ; 11664;  343; 7.270; 0.320; 0.328; 0.0880
5392-56010-0230;  5;20.93; 10214;  165; 8.518; 0.158;DA                ; 10167;  165; 8.230; 0.160; 0.731; 0.0980
4748-55631-0046;  3;21.21; 10517;  288; 8.024; 0.405;DA                ; 10490;  288; 7.770; 0.410; 0.502; 0.1790
5970-56046-0984;  1;21.96; 10512;  497; 8.344; 0.433;DA                ; 10477;  497; 8.070; 0.430; 0.640; 0.2280
4701-55709-0370; 17;18.96; 12311;  129; 8.506; 0.042;DA                ; 12571;  129; 8.350; 0.040; 0.813; 0.0240
3777-55210-0248;  3;21.60; 10574;  282; 8.043; 0.481;DA                ; 10559;  282; 7.790; 0.480; 0.512; 0.2140
3965-55302-0402; 28;17.89; 14682;  164; 9.076; 0.024;DA                ; 14682;  164; 9.080; 0.020; 1.198; 0.0080
4705-55705-0448; 16;19.24; 14216;  178; 8.117; 0.037;DA                ; 14296;  178; 8.110; 0.040; 0.670; 0.0220
3792-55212-0658;  8;20.31; 12207;  324; 8.001; 0.101;DA                ; 12469;  324; 7.900; 0.100; 0.554; 0.0420
5850-56042-0964;  3;21.51; 10105;  266; 9.085; 0.213;DA                ; 10064;  266; 8.790; 0.210; 1.062; 0.1050
3792-55212-0123;  4;20.91; 10997;  326; 8.227; 0.195;DA                ; 11051;  326; 8.000; 0.200; 0.603; 0.0970
3968-55590-0485;  2;21.83; 11509;  467; 8.426; 0.224;DA                ; 11663;  467; 8.220; 0.220; 0.726; 0.1310
5402-55927-0731;  5;21.04; 11938;  388; 8.681; 0.132;DA                ; 12099;  388; 8.490; 0.130; 0.900; 0.0800
3792-55212-0938;  3;21.44; 12085;  479; 8.210; 0.239;DA                ; 12311;  479; 8.080; 0.240; 0.650; 0.1340
3848-55647-0622;  2;21.77; 12749; 2772; 7.655; 0.319;DA                ; 13050; 2772; 7.640; 0.320; 0.457; 0.1090
5401-55949-0012;  1;21.78; 11697; 1289; 7.974; 0.371;DA                ; 11882; 1289; 7.840; 0.370; 0.525; 0.1630
5854-56035-0456; 28;18.12; 11225;   46; 8.360; 0.023;DA                ; 11315;   46; 8.140; 0.020; 0.682; 0.0120
3848-55647-0198;  2;21.46; 10349;  521; 9.263; 0.297;DA                ; 10304;  521; 9.020; 0.300; 1.173; 0.1250
3970-55591-0856; 12;19.61; 11021;   17; 8.069; 0.090;DA                ; 11104;   17; 7.860; 0.090; 0.531; 0.0360
5407-55926-0270; 33;18.31; 13821;  109; 8.463; 0.018;DA                ; 14364;  109; 8.400; 0.020; 0.846; 0.0120
3849-55274-0832;  3;21.46; 10216;   89; 7.790; 0.382;DA                ; 10185;   89; 7.530; 0.380; 0.399; 0.1330
5407-55926-0030; 11;20.02; 10372;   74; 8.224; 0.085;DA                ; 10333;   74; 7.950; 0.090; 0.575; 0.0470
